Year,Food Category,Food Name,Organism,Number of Samples,Number of Positives,Agency,Survey,Source URL,Access Date,detail information
2008,Beef,Liver for cooking,Campylobacter spp.,212,18,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2008,Beef,Liver for cooking,Salmonella spp.,212,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2008,Beef,Liver to be eaten raw,Campylobacter spp.,11,2,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2008,Beef,Restructured beef,Salmonella spp.,146,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2008,Other or unknown type of meat,Horse meat sashimi,Salmonella spp.,79,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2008,Chicken,Lightly roasted chicken,Campylobacter spp.,45,9,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2008,Chicken,Lightly roasted chicken,Salmonella spp.,45,9,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2008,Chicken,Chicken sashimi,Campylobacter spp.,18,3,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2008,Chicken,Chicken sashimi,Salmonella spp.,18,2,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2008,Chicken,Gizzard,Campylobacter spp.,11,4,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2008,Chicken,Chicken,Campylobacter spp.,30,8,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2008,Chicken,Chicken,Salmonella spp.,30,14,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2009,Other or unknown type of meat,Other type of meat for cooking,Campylobacter spp.,24,5,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2009,Other or unknown type of meat,Other type of meat for cooking,Salmonella spp.,24,2,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2009,Other or unknown type of meat,Other processed meat,Salmonella spp.,11,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2009,Other or unknown type of meat,Mixed ground meat (beef and pork),Salmonella spp.,113,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2009,Beef,Ground beef,Salmonella spp.,114,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2009,Pork,Minced pork,Salmonella spp.,165,5,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2009,Chicken,Minced chicken,Campylobacter spp.,216,65,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2009,Chicken,Minced chicken,Salmonella spp.,216,105,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2009,Beef,Liver for cooking,Campylobacter spp.,207,22,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2009,Beef,Liver for cooking,Salmonella spp.,207,2,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2009,Beef,Liver for cooking,Escherichia coli O157,207,2,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2009,Beef,Liver to be eaten raw,Campylobacter spp.,17,3,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2009,Beef,Restructured beef,Salmonella spp.,197,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2009,Other or unknown type of meat,Horse meat sashimi,Campylobacter spp.,81,0,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2009,Chicken,Lightly roasted chicken,Campylobacter spp.,45,5,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2009,Chicken,Lightly roasted chicken,Salmonella spp.,45,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2009,Chicken,Chicken sashimi,Campylobacter spp.,30,8,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2009,Chicken,Chicken sashimi,Salmonella spp.,30,3,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2010,Vegetable or fruit and their products,Cut vegetables,Salmonella spp.,152,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Other or unknown type of meat,Other type of meat for cooking,Salmonella spp.,30,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2010,Other or unknown type of meat,Other type of meat to be eaten raw,Campylobacter spp.,17,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2010,Other or unknown type of meat,Other processed meat,Campylobacter spp.,36,8,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2010,Other or unknown type of meat,Other processed meat,Salmonella spp.,36,6,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2010,Other or unknown type of meat,Other or unknown type of meat,Escherichia coli O157,59,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Other or unknown type of meat,Mixed ground meat (beef and pork),Salmonella spp.,121,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Other or unknown type of meat,Mixed ground meat (beef and pork),Escherichia coli O26,121,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Beef,Ground beef,Escherichia coli O26,115,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Pork,Minced pork,Salmonella spp.,174,3,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Chicken,Minced chicken,Campylobacter spp.,198,71,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Chicken,Minced chicken,Salmonella spp.,198,106,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Beef,Roast beef,Salmonella spp.,94,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Beef,Beef tataki,Salmonella spp.,90,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Beef,Liver for cooking,Campylobacter spp.,209,22,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Beef,Liver for cooking,Salmonella spp.,209,2,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Beef,Liver for cooking,Escherichia coli O157,209,2,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Beef,Liver to be eaten raw,Campylobacter spp.,21,2,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Chicken,Lightly roasted chicken,Campylobacter spp.,48,8,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Chicken,Lightly roasted chicken,Salmonella spp.,48,6,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2010,Chicken,Chicken offal,Campylobacter spp.,14,4,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2010,Chicken,Chicken offal,Salmonella spp.,14,9,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2010,Chicken,Chicken sashimi,Campylobacter spp.,10,3,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2010,Chicken,Chicken sashimi,Salmonella spp.,10,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2011,Vegetable or fruit and their products,Japanese honewort,Salmonella spp.,58,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2011,Other or unknown type of meat,Other type of meat for cooking,Campylobacter spp.,101,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2011,Other or unknown type of meat,Other type of meat for cooking,Salmonella spp.,101,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items selected by implementing municipality*1; "
2011,Beef,Beef,Salmonella spp.,103,3,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2011,Beef,Beef,Salmonella spp.,102,3,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2011,Pork,Pork,Salmonella spp.,144,2,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2011,Chicken,Chicken,Campylobacter spp.,159,60,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2011,Chicken,Chicken,Salmonella spp.,159,88,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2011,Beef,Beef,Campylobacter spp.,225,34,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2011,Beef,Beef,Salmonella spp.,225,2,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2011,Chicken,Chicken,Campylobacter spp.,33,4,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
2011,Chicken,Chicken,Salmonella spp.,33,1,"Ministry of Health, Labour and Welfare",Results of the Survey on the Prevalence of Foodborne Pathogens in Foods (in Japanese),https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,," value: Number of samples, Number of positives; Item category: Items designated by the Ministry of Health, Labour and Welfare; "
